"","AccSpeciesID","AccSpeciesName","nSLA","SLA","nLDMC","LDMC","nSWC","SWC","SWC_from_LDMC"
"86",387,"Acacia irrorata",5,17.3104307523697,0,NA,0,NA,NA
"87",393,"Acacia juncifolia",23,3.93639130434783,0,NA,0,NA,NA
"88",399,"Acacia koa",3,9.96168213791703,0,NA,0,NA,NA
"89",411,"Acacia latescens",5,7.36373771150191,1,0.470674300254453,0,NA,1.12461143397756
"90",416,"Acacia leiocalyx",23,6.74347826086957,0,NA,0,NA,NA
"91",422,"Acacia leucoclada",1,6.8669391219,0,NA,0,NA,NA
"92",425,"Acacia ligulata",4,4.2765812935179,0,NA,0,NA,NA
"93",428,"Acacia lineata",2,4.64124137930517,0,NA,0,NA,NA
"94",430,"Acacia linifolia",1,16.436,1,0.4306,0,NA,1.322340919647
"95",434,"Acacia longifolia",69,7.01885646408711,1,0.41826,0,NA,1.39085736144982
"96",436,"Acacia longissima",8,5.28213119397491,0,NA,0,NA,NA
"97",455,"Acacia mangium",6,9.92413411880096,0,NA,0,NA,NA
"98",458,"Acacia mearnsii",2,14.95,0,NA,0,NA,NA
"99",462,"Acacia melanoxylon",33,11.760778422633,11,0.315110715466249,0,NA,2.17348776451592
"100",466,"Acacia microbotrya",1,4.9638025118,0,NA,0,NA,NA
"101",469,"Acacia mimula",7,6.50975424377915,1,0.394466111647029,0,NA,1.53507201372676
"102",476,"Acacia montana",2,5.1640621676,0,NA,0,NA,NA
"103",481,"Acacia mucronata",1,4.8721380189,0,NA,0,NA,NA
"104",485,"Acacia murrayana",8,4.64379275024127,0,NA,0,NA,NA
"105",486,"Acacia myrtifolia",13,6.47292631892598,0,NA,0,NA,NA
"106",489,"Acacia neriifolia",23,8.58847826086957,0,NA,0,NA,NA
"107",495,"Acacia notabilis",1,4.7747354475,0,NA,0,NA,NA
"108",496,"Acacia obliquinervia",3,5.69012410027129,0,NA,0,NA,NA
"109",503,"Acacia oncinocarpa",2,7.59726956385689,1,0.325291643716721,0,NA,2.07416442849312
"110",508,"Acacia oshanesii",24,10.888125,0,NA,0,NA,NA
"111",509,"Acacia oswaldii",5,3.74163374177904,0,NA,0,NA,NA
"112",510,"Acacia oxycedrus",1,5.12,0,NA,0,NA,NA
"113",515,"Acacia paradoxa",11,6.77217736332988,0,NA,0,NA,NA
"114",516,"Acacia parramattensis",1,10.3459870115249,0,NA,0,NA,NA
"115",522,"Acacia penninervis",6,4.93950425629126,0,NA,0,NA,NA
"116",535,"Acacia platycarpa",1,5.21575642387348,1,0.471155308185608,0,NA,1.12244239346669
"117",541,"Acacia polybotrya",1,8.3312754147,0,NA,0,NA,NA
"118",546,"Acacia pravissima",1,8.0168605624,0,NA,0,NA,NA
"119",555,"Acacia pycnantha",12,4.02836679532477,0,NA,0,NA,NA
"120",568,"Acacia retinodes",1,7.5887588054,0,NA,0,NA,NA
"121",578,"Acacia rostellifera",3,6.68289762087053,0,NA,0,NA,NA
"122",585,"Acacia saligna",92,5.51310291049398,0,NA,0,NA,NA
"123",589,"Acacia sclerophylla",1,4.0014716985,0,NA,0,NA,NA
"124",607,"Acacia sp",5,4.96119964713349,1,0.553412541962135,0,NA,0.806970251260444
"125",615,"Acacia stricta",3,7.28283627280979,0,NA,0,NA,NA
"126",617,"Acacia suaveolens",17,6.26953138016221,1,0.33829,0,NA,1.956043631204
"127",631,"Acacia terminalis",4,7.02392237204717,1,0.46006,0,NA,1.17362952658349
"128",632,"Acacia tetragonophylla",11,4.16781672262421,0,NA,0,NA,NA
"129",642,"Acacia trineura",2,6.97763764152313,0,NA,0,NA,NA
"130",643,"Acacia triptera",1,3.8053631516,0,NA,0,NA,NA
"131",647,"Acacia ulicifolia",3,13.331899676521,1,0.41867,0,NA,1.38851601499988
"132",649,"Acacia uncinata",2,5.93764008620345,0,NA,0,NA,NA
"133",654,"Acacia verniciflua",3,8.8292548449068,0,NA,0,NA,NA
"134",656,"Acacia verticillata",1,5.8645360044,0,NA,0,NA,NA
"135",658,"Acacia victoriae",12,4.57910309771155,0,NA,0,NA,NA
"136",663,"Acacia wattsiana",2,4.43378036310373,0,NA,0,NA,NA
"137",666,"Acacia wilhelmiana",9,5.52608447833911,0,NA,0,NA,NA
"138",676,"Acaena anserinifolia",1,24.4539860440194,0,NA,0,NA,NA
"139",686,"Acaena magellanica",12,12.9515,4,0.2743687355,0,NA,2.64473014090922
"140",688,"ACAENA NOVAE-ZELANDIAE",21,12.6426032018273,10,0.342,0,NA,1.92397660818713
"141",690,"Acaena ovina",2,9.408,1,0.386,0,NA,1.59067357512953
"142",697,"Acaena sp",2,19.988,1,0.385,0,NA,1.5974025974026
"143",711,"Acalypha caturus",6,13.1833333333333,0,NA,0,NA,NA
"144",717,"Acalypha communis",2,8.04361574790152,1,0.3,0,NA,2.33333333333333
"145",721,"Acalypha diversifolia",33,23.638650251989,28,0.347444055178571,0,NA,1.87816120349517
"146",726,"Acalypha glabrata",2,14.66171488,0,NA,0,NA,NA
"147",733,"Acalypha macrostachya",55,32.5985676376888,50,0.235101854874,0,NA,3.25347558629828
"148",742,"Acalypha pubiflora",2,22.54911157,0,NA,0,NA,NA
"149",745,"Acalypha skutchii",4,35.4356416198262,0,NA,0,NA,NA
"150",750,"Acalypha virginica",13,28.6402514830989,10,0.247298573606935,0,NA,3.04369497734927
"151",756,"Acamptopappus sphaerocephalus",22,NA,22,0.333210559375814,0,NA,2.00110537275063
"152",760,"Acantholimon diapensioides",3,7.12540904272224,0,NA,0,NA,NA
"153",771,"Acanthopsis disperma",1,5.21920668058455,0,NA,0,NA,NA
"154",777,"Acanthosyris annonagustata",3,18.7349076666667,0,NA,0,NA,NA
"155",787,"Acca sellowiana",8,8.11544736384638,0,NA,0,NA,NA
"156",793,"Acer barbinerve",30,33.8471275862069,25,0.304,0,NA,2.28947368421053
"157",794,"Acer buergerianum",10,19.6550037535511,4,0.497959718576906,0,NA,1.00819456412629
"158",796,"Acer campbellii",2,28.1897924368065,1,0.400735294117647,0,NA,1.4954128440367
"159",797,"Acer campestre",90,18.0307548526151,38,0.339403311037434,0,NA,1.94634721430195
"160",802,"Acer caudatum",9,32.7508304416138,0,NA,0,NA,NA
"161",803,"Acer circinatum",11,34.8297143896364,0,NA,0,NA,NA
"162",809,"Acer davidii",2,15.7463768115942,1,0.35669,0,NA,1.80355490762287
"163",812,"Acer distylum",1,36.764705882,0,NA,0,NA,NA
"164",813,"Acer erianthum",2,22.0864661654136,0,NA,0,NA,NA
"165",818,"Acer glabrum",30,26.0576714545927,0,NA,0,NA,NA
"166",819,"Acer granatense",31,24.0404910312487,29,0.401637416152854,0,NA,1.48980787093656
"167",820,"Acer grandidentatum",1,16.24731183,0,NA,0,NA,NA
"168",826,"Acer japonicum",9,26.2914552891926,0,NA,0,NA,NA
"169",829,"Acer laurinum",2,19.3050193050193,0,NA,0,NA,NA
"170",830,"Acer leucoderme",1,12.9668049792531,0,NA,0,NA,NA
"171",833,"Acer macrophyllum",10,24.8176888181,0,NA,0,NA,NA
"172",834,"Acer mandshuricum",4,26.2685,2,0.37403719255014,0,NA,1.67353092130256
"173",835,"Acer maximowiczianum",2,20.3334722525163,0,NA,0,NA,NA
"174",839,"Acer monspessulanum",49,16.3991817419933,25,0.389683657915349,0,NA,1.56618408210803
"175",841,"Acer negundo",137,24.2875415932389,35,0.301456119613562,0,NA,2.31723237624734
"176",846,"Acer obtusatum",21,23.6132683081445,18,0.388903980002919,0,NA,1.57132878915894
"177",848,"Acer opalus",20,20.6528515327913,10,0.259371371012287,0,NA,2.85547562977807
"178",849,"Acer palmatum",26,26.6358079118323,0,NA,0,NA,NA
"179",850,"Acer pectinatum",1,33.3333333333333,0,NA,0,NA,NA
"180",852,"Acer pensylvanicum",743,39.4070925229361,379,0.238395867829018,0,NA,3.194703578995
"181",853,"Acer pictum",64,27.4441697020464,31,0.317189150557228,0,NA,2.15269295385176
"182",854,"Acer platanoides",168,20.0047986537896,76,0.384126649332182,0,NA,1.60330805409762
"183",855,"Acer pseudoplatanus",232,15.8904710193126,118,0.344293194209823,0,NA,1.90450121238983
"184",857,"Acer pseudosieboldianum",22,35.1190476190476,18,0.307888888888889,0,NA,2.2479249368459
"185",859,"Acer rubrum",558,20.3141590581041,87,0.309206521550805,0,NA,2.23408443969605
"186",860,"Acer rufinerve",7,18.3820448411624,0,NA,0,NA,NA
"187",861,"Acer saccharinum",35,27.2579145132558,15,0.28788,0,NA,2.47366958454912
"188",863,"Acer saccharum",1240,31.1947711852249,484,0.32529617101588,0,NA,2.07412164390703
"189",864,"Acer sempervirens",1,9.55,1,0.49437,0,NA,1.02277646297308
"190",866,"Acer sieboldianum",2,13.8121546960663,0,NA,0,NA,NA
"191",868,"Acer sp",1,13.0746354375422,0,NA,0,NA,NA
"192",869,"Acer spicatum",75,37.4141749842053,11,0.218,0,NA,3.58715596330275
"193",873,"Acer tataricum",13,21.2755999174432,5,0.45747478675247,0,NA,1.18591281740097
"194",874,"Acer tegmentosum",33,34.7991495262322,23,0.225209778623373,0,NA,3.44030452901577
"195",877,"Acer truncatum",2,15.1884700665188,0,NA,0,NA,NA
"196",878,"Acer tschonoskii",5,29.1178095854,0,NA,0,NA,NA
"197",901,"Achillea collina",18,25.2935714285714,13,0.224612307692308,0,NA,3.45211578240798
"198",904,"Achillea erba-rotta",6,17.5097187230351,5,0.25325657041037,0,NA,2.9485648817704
"199",906,"Achillea filipendulina",15,12.1553933494621,0,NA,0,NA,NA
"200",908,"Achillea macrophylla",20,26.5788870282954,14,0.191165983128175,0,NA,4.23105619334748
"201",909,"Achillea millefolium",935,16.0611634835328,535,0.238688373101261,0,NA,3.18956309855848
"202",912,"Achillea nobilis",9,11.89625,6,0.39977,0,NA,1.50143832703805
"203",916,"Achillea ptarmica",33,24.9487852461849,18,0.194018028717589,0,NA,4.15416019124487
"204",918,"Achillea roseo-alba",10,17.2319467371291,10,0.178980536936474,0,NA,4.58719968727623
"205",919,"Achillea salicifolia",9,22.778,5,0.202432,0,NA,3.93993044577932
"206",930,"Achnatherum calamagrostis",13,19.793409772884,12,0.29946860589112,0,NA,2.33924818938643
"207",934,"Achnatherum hymenoides",1,6.596,0,NA,0,NA,NA
"208",935,"Achnatherum inebrians",7,10.8624584411767,0,NA,0,NA,NA
"209",938,"Achnatherum sibiricum",43,8.48264873329639,1,0.6098242732,0,NA,0.639816655300693
"210",940,"Achyrachaena mollis",1,19.39346874,1,0.139880787,0,NA,6.14894462239478
"211",946,"Achyrocline satureioides",1,14.286648284156,0,NA,0,NA,NA
"212",959,"Acicarpha tribuloides",1,18.2469314971831,0,NA,0,NA,NA
"213",979,"Aciphylla aurea",6,3.47072599531616,6,0.35207736222099,0,NA,1.84028485583894
"214",980,"Aciphylla glacialis",18,6.77227272727273,7,0.358571428571429,0,NA,1.78884462151394
"215",998,"Acmispon brachycarpus",2,13.690123,1,0.184789067,0,NA,4.4115755668597
"216",1002,"Acmispon wrangelianus",1,19.57414966,1,0.172373358,0,NA,4.80136055596248
"217",1004,"Acnistus arborescens",1,13.31676,1,0.34,0,NA,1.94117647058824
"218",1024,"Aconitum gymnandrum",3,16.7464558683805,0,NA,0,NA,NA
"219",1027,"Aconitum lycoctonum",24,36.4852173913043,23,0.164429130434783,0,NA,5.08164743896538
"220",1028,"Aconitum napellus",38,25.048649048,20,0.188512835985,0,NA,4.30467856353066
"221",1033,"Aconitum septentrionale",3,40.3958866814622,3,0.131192786715559,0,NA,6.62237029211154
"222",1037,"Aconitum variegatum",29,25.7792530335028,17,0.185567293324761,0,NA,4.38888067009687
"223",1045,"Acorus calamus",26,24.3624183571304,14,0.194436094853898,0,NA,4.14307799049047
"224",1046,"Acosmium cardenasii",13,17.669853356344,1,0.332035626427394,0,NA,2.01172500902902
"225",1058,"Acradenia euodiiformis",15,9.57793333333333,0,NA,0,NA,NA
"226",1092,"Acronychia acidula",1,11.7647058823529,0,NA,0,NA,NA
"227",1093,"Acronychia acronychioides",1,8.61846074291132,0,NA,0,NA,NA
"228",1094,"Acronychia baeuerlenii",5,12.5768,0,NA,0,NA,NA
"229",1099,"Acronychia imperforata",30,10.2236333333333,0,NA,0,NA,NA
"230",1100,"Acronychia laevis",24,11.1192916666667,0,NA,0,NA,NA
"231",1103,"Acronychia oblongifolia",23,8.27769565217391,0,NA,0,NA,NA
"232",1104,"Acronychia octandra",5,5.22,0,NA,0,NA,NA
"233",1107,"Acronychia pedunculata",27,16.3394285803464,3,0.333690649414168,0,NA,1.99678759880031
"234",1112,"Acronychia suberosa",5,9.1416,0,NA,0,NA,NA
"235",1115,"Acronychia wilcoxiana",1,13.423149766543,0,NA,0,NA,NA
"236",1118,"Acrostichum aureum",4,8.17513440625,0,NA,0,NA,NA
"237",1123,"Acrotriche aggregata",24,6.79725,0,NA,0,NA,NA
"238",1126,"Acrotriche rigida",4,3.83774689510349,0,NA,0,NA,NA
"239",1131,"Actaea pachypoda",3,38.7521953831897,0,NA,0,NA,NA
"240",1132,"Actaea rubra",22,41.8552568215665,14,0.201964285714286,0,NA,3.95137046861185
"241",1133,"Actaea spicata",33,41.3100844824598,24,0.210850137930822,0,NA,3.74270498380272
"242",1135,"Actephila lindleyi",23,11.3433913043478,0,NA,0,NA,NA
"243",1136,"Actinidia arguta",5,69.526071464,0,NA,0,NA,NA
"244",1140,"Actinidia kolomikta",5,42.858642322,0,NA,0,NA,NA
"245",1143,"Actinidia rufa",2,13.1406044679028,0,NA,0,NA,NA
"246",1148,"Actinobole uliginosum",5,22.8555544083569,0,NA,0,NA,NA
"247",1151,"Actinodaphne ambigua",1,6.5359477124183,0,NA,0,NA,NA
"248",1153,"Actinodaphne borneensis",2,9.19511792841826,0,NA,0,NA,NA
"249",1155,"Actinodaphne glomerata",3,13.3611468693861,0,NA,0,NA,NA
"250",1158,"Actinodaphne longifolia",9,15.2048555830704,0,NA,0,NA,NA
"251",1163,"Actinodaphne obovata",1,12.90413793,1,0.3403755869,0,NA,1.93793103408968
"252",1168,"Actinodaphne sp",1,15.336,0,NA,0,NA,NA
"253",1175,"Actinostemon concepcionis",3,36.6751253050193,1,0.294000935957736,0,NA,2.4013497159198
"254",1184,"Actinotus helianthi",4,11.0726732291088,1,0.42919,0,NA,1.3299704093758
"255",1185,"Actinotus minor",5,10.9146610070627,1,0.40493,0,NA,1.46956264045638
"256",1186,"Adansonia digitata",5,14.8481391022965,0,NA,0,NA,NA
"257",1191,"Adelia triloba",54,27.367581299294,46,0.33356233616087,0,NA,1.99794038952204
"258",1192,"Adelobotrys adscendens",2,12.8670237424288,0,NA,0,NA,NA
"259",1208,"Adenanthos cygnorum",4,4.92485489710068,0,NA,0,NA,NA
"260",1210,"Adenia cordifolia",1,17.71,0,NA,0,NA,NA
"261",1248,"Adenocarpus foliolosus",12,15.7463248514885,0,NA,0,NA,NA
"262",1269,"Adenophora gmelinii",3,23.6352073586758,2,0.237478892268063,0,NA,3.21090055814819
"263",1271,"Adenophora liliifolia",11,36.4254545454545,11,0.21165,0,NA,3.7247814788566
"264",1275,"Adenophora stenanthina",3,14.43087241831,2,0.296061945497798,0,NA,2.37767151505609
"265",1278,"Adenophora triphylla",7,46.3793785203794,5,0.140896187858863,0,NA,6.0974241049141
"266",1285,"Adenostoma fasciculatum",12,5.05721496280374,5,0.5256,0,NA,0.902587519025875
"267",1286,"Adenostoma sparsifolium",1,11.43,0,NA,0,NA,NA
"268",1287,"Adenostyles alliariae",39,24.1567008147653,21,0.15948274592247,0,NA,5.27027076951718
"269",1288,"Adenostyles alpina",31,18.4350052096702,20,0.144188258366264,0,NA,5.93537748032038
"270",1294,"Adesmia bicolor",1,11.9794631089619,0,NA,0,NA,NA
"271",1305,"ADIANTUM CAPILLUS-VENERIS",3,46.7033333333333,0,NA,0,NA,NA
"272",1309,"Adiantum formosum",1,29.242843137,0,NA,0,NA,NA
"273",1312,"Adiantum latifolium",32,20.5966651451219,13,0.350269171850123,0,NA,1.85494722449594
"274",1315,"Adiantum obliquum",8,12.6733295764892,0,NA,0,NA,NA
"275",1317,"Adiantum pedatum",9,41.9516035342,4,0.310370441279903,0,NA,2.22195630446059
"276",1323,"Adina cordifolia",27,11.9353383062445,1,0.386075949367089,0,NA,1.59016393442623
"277",1327,"Adina pilulifera",32,22.4109105808016,27,0.35935170120243,0,NA,1.78278910786812
"278",1332,"Adinandra acuminata",2,12.2315847910329,0,NA,0,NA,NA
"279",1339,"Adinandra dumosa",5,7.14800000000001,0,NA,0,NA,NA
"280",1342,"Adinandra hainanensis",28,9.51203609257143,0,NA,0,NA,NA
"281",1352,"Adinandra sarosanthera",1,17.522,0,NA,0,NA,NA
"282",1356,"Adinandra verrucosa",2,6.87724951710788,0,NA,0,NA,NA
"283",1360,"Adonis aestivalis",10,33.0497435897436,7,0.141994285714286,0,NA,6.04253692301501
"284",1364,"Adonis vernalis",26,22.2223909615465,14,0.29396,0,NA,2.40182337733025
"285",1365,"Adoxa moschatellina",8,38.36,3,0.136666666666667,0,NA,6.31707317073171
"286",1380,"Aegialitis annulata",21,5.8682380952381,0,NA,0,NA,NA
"287",1382,"Aegiceras corniculatum",6,7.194,0,NA,0,NA,NA
"288",1388,"Aegilops caudata",4,27.85,0,NA,0,NA,NA
"289",1389,"Aegilops columnaris",4,24.225,0,NA,0,NA,NA
"290",1390,"Aegilops comosa",4,24.75,0,NA,0,NA,NA
"291",1391,"Aegilops crassa",3,24.6,0,NA,0,NA,NA
"292",1392,"Aegilops cylindrica",12,29.7216666666667,6,0.284645,0,NA,2.51314795622618
"293",1393,"Aegilops geniculata",20,23.29975,4,0.269935,0,NA,2.70459555078074
"294",1394,"Aegilops juvenalis",4,25.175,0,NA,0,NA,NA
"295",1395,"Aegilops kotschyi",6,24.6960096164068,0,NA,0,NA,NA
"296",1396,"Aegilops longissima",4,31.075,0,NA,0,NA,NA
"297",1397,"Aegilops lorentii",4,25.225,0,NA,0,NA,NA
"298",1399,"Aegilops mutica",4,28.375,0,NA,0,NA,NA
"299",1400,"Aegilops neglecta",16,30.3171666666667,1,0.21993,0,NA,3.54690128677306
"300",1402,"Aegilops peregrina",4,27.1,0,NA,0,NA,NA
"301",1403,"Aegilops searsii",3,24.3,0,NA,0,NA,NA
"302",1405,"Aegilops speltoides",4,28.575,0,NA,0,NA,NA
"303",1407,"Aegilops tauschii",6,24.3448449488729,0,NA,0,NA,NA
"304",1408,"Aegilops triuncialis",13,22.4603777416667,2,0.323038535,0,NA,2.09560591587007
"305",1409,"Aegilops umbellulata",4,24.275,0,NA,0,NA,NA
"306",1410,"Aegilops uniaristata",4,29.3,0,NA,0,NA,NA
"307",1411,"Aegilops vavilovii",4,21.3,0,NA,0,NA,NA
"308",1412,"Aegilops ventricosa",4,28.325,0,NA,0,NA,NA
"309",1415,"Aegiphila cephalophora",43,25.0128482147634,36,0.267487141648611,0,NA,2.73849746136084
"310",1416,"Aegiphila cordifolia",4,27.1244723595,0,NA,0,NA,NA
"311",1417,"Aegiphila costaricensis",4,37.1046385475989,0,NA,0,NA,NA
"312",1418,"Aegiphila elata",15,15.6932356169421,12,0.335517309645833,0,NA,1.98047215821915
"313",1420,"Aegiphila falcata",2,27.9282608697826,0,NA,0,NA,NA
"314",1422,"Aegiphila haughtii",3,35.2590762266667,0,NA,0,NA,NA
"315",1423,"Aegiphila integrifolia",4,41.47124314,1,0.259468,0,NA,2.8540398045231
"316",1428,"Aegiphila panamensis",33,31.0934231860701,28,0.220548309091071,0,NA,3.53415400970981
"317",1434,"Aegiphila sp",10,23.7403874049951,0,NA,0,NA,NA
"318",1436,"Aegle marmelos",3,9.60876367627971,0,NA,0,NA,NA
"319",1438,"Aegopodium alpestre",11,47.9290169182246,8,0.171400105615436,0,NA,4.83430212256497
"320",1439,"Aegopodium podagraria",66,29.0096807217883,46,0.214286447332609,0,NA,3.66665070258891
"321",1504,"Aeschynomene americana",1,20.0342,0,NA,0,NA,NA
"322",1566,"Aesculus californica",9,14.9914965515065,2,0.3345,0,NA,1.98953662182362
"323",1569,"Aesculus flava",4,28.266739652534,0,NA,0,NA,NA
"324",1571,"Aesculus hippocastanum",76,14.6661157504501,65,0.32796998299043,0,NA,2.04905952331979
"325",1574,"Aesculus parviflora",1,17.6803394625177,0,NA,0,NA,NA
"326",1575,"Aesculus pavia",15,17.5122287731039,0,NA,0,NA,NA
"327",1590,"Aethionema saxatile",5,12.3000864010086,5,0.259692,0,NA,2.85071546293301
"328",1593,"Aethusa cynapium",16,33.8311111111111,8,0.18121125,0,NA,4.51842117970049
"329",1595,"Aextoxicon punctatum",6,7.67002437683156,0,NA,0,NA,NA
"330",1599,"Afrocarpus falcatus",6,4.77333333333333,0,NA,0,NA,NA
"331",1634,"Agapanthus africanus",1,15.69,0,NA,0,NA,NA
"332",1653,"Agastache foeniculum",7,19.0376071642857,0,NA,0,NA,NA
"333",1654,"Agastache nepetoides",9,27.5917731072794,2,0.310629094903684,0,NA,2.21927345637107
